ano,dimensao,nivel,regiao,uf,sigla,Menor 1 ano,1 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Idade ignorada,Total
2022,faixa_etaria,Estado,Região Norte,Tocantins,TO,278,71,26,38,139,508,578,830,1027,1413,1791,2664,7,9370
2022,faixa_etaria,Regiao,Região Nordeste,,,9992,1843,979,1339,5394,17813,19863,28959,43206,62039,81405,129714,586,403132
2022,faixa_etaria,Estado,Região Nordeste,Maranhão,MA,1501,278,154,204,610,1930,2521,3101,4236,6127,7898,11309,67,39936
2022,faixa_etaria,Estado,Região Nordeste,Piauí,PI,666,119,60,89,264,958,1202,1729,2463,3497,4900,8354,42,24343
2022,faixa_etaria,Estado,Região Nordeste,Ceará,CE,1317,240,134,197,863,2860,3074,4336,6549,9200,13017,22870,7,64664
2022,faixa_etaria,Estado,Região Nordeste,Rio Grande do Norte,RN,443,116,55,51,260,981,1122,1608,2592,3649,4871,8443,28,24219
2022,faixa_etaria,Estado,Região Nordeste,Paraíba,PB,749,145,72,96,311,1087,1385,2153,3344,4815,6633,11599,16,32405
2022,faixa_etaria,Estado,Região Nordeste,Pernambuco,PE,1558,295,164,231,855,2826,3213,5253,8107,11839,15128,22293,249,72011
2022,faixa_etaria,Estado,Região Nordeste,Alagoas,AL,587,131,56,75,346,1074,1128,1711,2795,4092,4938,6188,1,23122
2022,faixa_etaria,Estado,Região Nordeste,Sergipe,SE,503,78,40,42,179,729,770,1080,1666,2370,2972,4361,1,14791
2022,faixa_etaria,Estado,Região Nordeste,Bahia,BA,2668,441,244,354,1706,5368,5448,7988,11454,16450,21048,34297,175,107641
2022,faixa_etaria,Regiao,Região Sudeste,,,11399,2153,1176,1309,4429,17460,23981,42044,74960,128305,154418,232684,1151,695469
2022,faixa_etaria,Estado,Região Sudeste,Minas Gerais,MG,2672,517,287,311,1104,4066,5759,10111,17724,28804,35024,56158,78,162615
2022,faixa_etaria,Estado,Região Sudeste,Espírito Santo,ES,558,141,74,82,330,1034,1232,1928,3033,5088,5539,8895,58,27992
2022,faixa_etaria,Estado,Região Sudeste,Rio de Janeiro,RJ,2374,459,230,279,1154,4686,5091,8687,16214,29143,33940,48025,524,150806
2022,faixa_etaria,Estado,Região Sudeste,São Paulo,SP,5795,1036,585,637,1841,7674,11899,21318,37989,65270,79915,119606,491,354056
2022,faixa_etaria,Regiao,Região Sul,,,3681,678,409,444,1654,6301,8360,13851,26262,44820,57766,80808,187,245221
2022,faixa_etaria,Estado,Região Sul,Paraná,PR,1451,300,152,187,758,2842,3526,5620,10048,16174,20469,28194,87,89808
2022,faixa_etaria,Estado,Região Sul,Santa Catarina,SC,961,172,103,98,342,1255,1833,3019,5920,9676,11940,15971,27,51317
2022,faixa_etaria,Estado,Região Sul,Rio Grande do Sul,RS,1269,206,154,159,554,2204,3001,5212,10294,18970,25357,36643,73,104096
2022,faixa_etaria,Regiao,Região Centro-Oeste,,,2817,623,295,355,1131,4042,5289,8176,12503,18397,21589,28540,135,103892
2022,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,500,112,69,76,182,722,996,1462,2408,3732,4295,5863,17,20434
2022,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso,MT,819,198,78,113,340,1087,1239,1859,2749,3860,4314,5055,20,21731
2022,faixa_etaria,Estado,Região Centro-Oeste,Goiás,GO,1136,237,113,121,465,1804,2364,3663,5587,8439,10183,13074,84,47270
2022,faixa_etaria,Estado,Região Centro-Oeste,Distrito Federal,DF,362,76,35,45,144,429,690,1192,1759,2366,2797,4548,14,14457
2023,faixa_etaria,Regiao,Região Norte,,,4517,1027,505,550,1734,5799,6170,7898,10661,15233,17734,22432,217,94477
2023,faixa_etaria,Estado,Região Norte,Rondônia,RO,293,62,31,46,140,480,579,819,1241,1820,1976,2467,20,9974
2023,faixa_etaria,Estado,Região Norte,Acre,AC,245,54,21,35,85,239,258,325,466,653,775,1018,15,4189
2023,faixa_etaria,Estado,Região Norte,Amazonas,AM,1204,290,137,138,411,1423,1445,1788,2362,3222,3549,4406,10,20385
2023,faixa_etaria,Estado,Região Norte,Roraima,RR,313,124,36,34,71,224,249,301,388,505,528,537,1,3311
2023,faixa_etaria,Estado,Região Norte,Pará,PA,1897,392,221,235,738,2542,2861,3553,4755,7147,8566,10713,160,43780
2023,faixa_etaria,Estado,Região Norte,Amapá,AP,271,65,26,25,145,417,262,337,411,536,635,796,0,3926
2023,faixa_etaria,Estado,Região Norte,Tocantins,TO,294,40,33,37,144,474,516,775,1038,1350,1705,2495,11,8912
2023,faixa_etaria,Regiao,Região Nordeste,,,9708,1690,988,1266,5001,17505,19235,28440,41762,60201,76544,117784,522,380646
2023,faixa_etaria,Estado,Região Nordeste,Maranhão,MA,1443,281,155,207,621,2024,2331,3225,3965,5946,7671,10798,80,38747
2023,faixa_etaria,Estado,Região Nordeste,Piauí,PI,630,89,47,90,251,899,1215,1738,2285,3300,4519,7435,31,22529
2023,faixa_etaria,Estado,Região Nordeste,Ceará,CE,1302,202,135,171,726,2759,3094,4160,6254,8980,12157,20694,1,60635
2023,faixa_etaria,Estado,Região Nordeste,Rio Grande do Norte,RN,440,78,48,58,230,809,1004,1482,2439,3555,4556,7583,20,22302
2023,faixa_etaria,Estado,Região Nordeste,Paraíba,PB,668,120,69,88,286,1021,1241,2058,3112,4451,5962,9677,20,28773
2023,faixa_etaria,Estado,Região Nordeste,Pernambuco,PE,1535,301,161,188,792,2882,3316,4942,7999,11542,14310,20369,190,68527
2023,faixa_etaria,Estado,Região Nordeste,Alagoas,AL,631,107,66,74,308,1122,1107,1826,2629,3847,4679,5568,1,21965
2023,faixa_etaria,Estado,Região Nordeste,Sergipe,SE,536,85,40,50,155,671,743,1056,1694,2308,2745,4003,1,14087
2023,faixa_etaria,Estado,Região Nordeste,Bahia,BA,2523,427,267,340,1632,5318,5184,7953,11385,16272,19945,31657,178,103081
2023,faixa_etaria,Regiao,Região Sudeste,,,11335,2038,1182,1344,4253,16450,23410,41049,71985,124252,150122,216072,877,664369
2023,faixa_etaria,Estado,Região Sudeste,Minas Gerais,MG,2638,510,300,339,1066,3960,5783,9929,16977,28125,34412,53490,74,157603
2023,faixa_etaria,Estado,Região Sudeste,Espírito Santo,ES,605,119,58,86,356,981,1165,1896,2992,4972,5540,8505,40,27315
2023,faixa_etaria,Estado,Região Sudeste,Rio de Janeiro,RJ,2370,446,241,273,1080,4237,4974,8584,15565,28576,33720,44654,428,145148
2023,faixa_etaria,Estado,Região Sudeste,São Paulo,SP,5722,963,583,646,1751,7272,11488,20640,36451,62579,76450,109423,335,334303
2023,faixa_etaria,Regiao,Região Sul,,,3560,614,387,454,1477,5864,7861,13209,24517,42241,53011,72234,141,225570
2023,faixa_etaria,Estado,Região Sul,Paraná,PR,1511,244,170,186,651,2583,3258,5438,9498,15280,19010,25581,55,83465
2023,faixa_etaria,Estado,Região Sul,Santa Catarina,SC,878,155,99,94,312,1259,1723,3017,5712,9336,11315,14662,27,48589
2023,faixa_etaria,Estado,Região Sul,Rio Grande do Sul,RS,1171,215,118,174,514,2022,2880,4754,9307,17625,22686,31991,59,93516
2023,faixa_etaria,Regiao,Região Centro-Oeste,,,2897,566,323,359,1013,4035,4974,8013,11988,17985,20972,27307,116,100548
2023,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,545,109,77,78,198,726,860,1446,2396,3599,4134,5456,14,19638
2023,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso,MT,822,192,92,110,335,1144,1246,1888,2658,3861,4235,5190,17,21790
2023,faixa_etaria,Estado,Região Centro-Oeste,Goiás,GO,1144,198,114,122,399,1732,2226,3532,5283,8185,9771,12260,75,45041
2023,faixa_etaria,Estado,Região Centro-Oeste,Distrito Federal,DF,386,67,40,49,81,433,642,1147,1651,2340,2832,4401,10,14079
2024,faixa_etaria,Regiao,Região Norte,,,4168,909,451,536,1623,5530,6117,8204,10810,15908,18482,23418,193,96349
2024,faixa_etaria,Estado,Região Norte,Rondônia,RO,295,67,39,44,133,471,612,781,1275,1772,2084,2505,19,10097
2024,faixa_etaria,Estado,Região Norte,Acre,AC,236,62,20,30,78,235,246,371,478,668,833,1002,8,4267
2024,faixa_etaria,Estado,Região Norte,Amazonas,AM,1065,222,97,117,374,1329,1459,1838,2281,3312,3701,4417,13,20225
2024,faixa_etaria,Estado,Região Norte,Roraima,RR,231,69,37,28,57,193,220,291,366,492,534,537,0,3055
2024,faixa_etaria,Estado,Região Norte,Pará,PA,1810,389,202,246,752,2567,2734,3808,4957,7491,8895,11382,142,45375
2024,faixa_etaria,Estado,Região Norte,Amapá,AP,220,44,20,27,106,319,279,349,446,640,616,837,0,3903
2024,faixa_etaria,Estado,Região Norte,Tocantins,TO,311,56,36,44,123,416,567,766,1007,1533,1819,2738,11,9427
2024,faixa_etaria,Regiao,Região Nordeste,,,9033,1452,962,1257,5059,17220,19672,29640,42679,62932,80608,123927,465,394906
2024,faixa_etaria,Estado,Região Nordeste,Maranhão,MA,1291,232,140,190,685,2083,2569,3333,4125,6343,7873,11201,78,40143
2024,faixa_etaria,Estado,Região Nordeste,Piauí,PI,566,79,68,83,264,872,1193,1822,2414,3600,4739,7762,14,23476
2024,faixa_etaria,Estado,Região Nordeste,Ceará,CE,1180,193,130,184,811,2822,3166,4549,6507,9357,12804,21750,43,63496
2024,faixa_etaria,Estado,Região Nordeste,Rio Grande do Norte,RN,469,77,41,67,178,784,966,1508,2574,3759,4973,8114,17,23527
2024,faixa_etaria,Estado,Região Nordeste,Paraíba,PB,608,105,52,74,304,1028,1284,2016,3199,4655,6359,10458,11,30153
2024,faixa_etaria,Estado,Região Nordeste,Pernambuco,PE,1493,242,161,179,821,2991,3323,5075,7762,11902,15236,21421,187,70793
2024,faixa_etaria,Estado,Região Nordeste,Alagoas,AL,633,96,60,82,300,1100,1144,1809,2784,3983,4784,5878,0,22653
2024,faixa_etaria,Estado,Região Nordeste,Sergipe,SE,385,51,35,53,158,606,666,1104,1727,2326,3009,4332,1,14453
2024,faixa_etaria,Estado,Região Nordeste,Bahia,BA,2408,377,275,345,1538,4934,5361,8424,11587,17007,20831,33011,114,106212
2024,faixa_etaria,Regiao,Região Sudeste,,,10594,1934,1293,1408,4338,17002,24457,42959,73227,128036,158502,226888,944,691582
2024,faixa_etaria,Estado,Região Sudeste,Minas Gerais,MG,2486,480,318,371,1130,4227,5921,10404,17506,29388,36066,55294,77,163668
2024,faixa_etaria,Estado,Região Sudeste,Espírito Santo,ES,610,88,73,79,309,969,1210,1937,3053,5075,6022,8643,74,28142
2024,faixa_etaria,Estado,Região Sudeste,Rio de Janeiro,RJ,2187,377,241,288,1040,4053,5074,8595,15233,28833,34790,47002,443,148156
2024,faixa_etaria,Estado,Região Sudeste,São Paulo,SP,5311,989,661,670,1859,7753,12252,22023,37435,64740,81624,115949,350,351616
2024,faixa_etaria,Regiao,Região Sul,,,3507,725,414,482,1482,5948,8520,13926,24856,45127,58089,79627,123,242826
2024,faixa_etaria,Estado,Região Sul,Paraná,PR,1398,309,161,199,682,2659,3657,5726,9660,16236,20515,27868,52,89122
2024,faixa_etaria,Estado,Região Sul,Santa Catarina,SC,972,198,115,122,306,1277,1990,3120,5701,9941,12332,16122,28,52224
2024,faixa_etaria,Estado,Região Sul,Rio Grande do Sul,RS,1137,218,138,161,494,2012,2873,5080,9495,18950,25242,35637,43,101480
2024,faixa_etaria,Regiao,Região Centro-Oeste,,,2718,611,332,341,1094,3989,5233,8419,12828,19161,22306,29232,88,106352
2024,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,488,111,70,69,201,714,874,1442,2395,3798,4167,5505,7,19841
2024,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso,MT,785,192,70,82,382,1096,1293,1929,2809,4102,4632,5413,18,22803
2024,faixa_etaria,Estado,Região Centro-Oeste,Goiás,GO,1096,236,143,151,413,1713,2330,3773,5779,8675,10265,13195,61,47830
2024,faixa_etaria,Estado,Região Centro-Oeste,Distrito Federal,DF,349,72,49,39,98,466,736,1275,1845,2586,3242,5119,2,15878
2025,faixa_etaria,Regiao,Região Norte,,,4199,864,442,559,1576,5406,6044,8359,11148,16439,19436,24252,189,98913
2025,faixa_etaria,Estado,Região Norte,Rondônia,RO,295,60,38,43,132,471,575,820,1276,1980,2218,2636,15,10559
2025,faixa_etaria,Estado,Região Norte,Acre,AC,245,49,17,25,67,220,280,365,473,699,790,1004,5,4239
2025,faixa_etaria,Estado,Região Norte,Amazonas,AM,1130,216,118,122,342,1193,1234,1850,2421,3326,3862,4559,2,20375
2025,faixa_etaria,Estado,Região Norte,Roraima,RR,264,84,33,40,75,222,236,298,359,541,604,610,2,3368
2025,faixa_etaria,Estado,Região Norte,Pará,PA,1781,344,195,272,724,2527,2892,3850,5135,7698,9397,11768,161,46744
2025,faixa_etaria,Estado,Região Norte,Amapá,AP,218,44,13,21,107,316,271,341,459,622,684,892,0,3988
2025,faixa_etaria,Estado,Região Norte,Tocantins,TO,266,67,28,36,129,457,556,835,1025,1573,1881,2783,4,9640
2025,faixa_etaria,Regiao,Região Nordeste,,,8930,1444,885,1188,4803,16276,19336,29295,42230,64038,81729,125736,386,396276
2025,faixa_etaria,Estado,Região Nordeste,Maranhão,MA,1276,225,146,170,642,2098,2441,3411,4150,6306,8290,11735,43,40933
2025,faixa_etaria,Estado,Região Nordeste,Piauí,PI,562,98,49,75,251,795,1156,1884,2316,3558,4721,7755,1,23221
2025,faixa_etaria,Estado,Região Nordeste,Ceará,CE,1203,178,118,161,815,2647,3299,4439,6415,9630,12963,22019,13,63900
2025,faixa_etaria,Estado,Região Nordeste,Rio Grande do Norte,RN,455,60,48,69,224,801,979,1559,2466,3821,4825,8033,10,23350
2025,faixa_etaria,Estado,Região Nordeste,Paraíba,PB,627,102,70,73,278,1016,1286,2039,3113,4829,6495,10605,14,30547
2025,faixa_etaria,Estado,Região Nordeste,Pernambuco,PE,1451,275,143,178,677,2711,3251,5005,7886,12082,15348,21341,162,70510
2025,faixa_etaria,Estado,Região Nordeste,Alagoas,AL,573,90,57,73,302,1063,1180,1743,2644,4115,4922,6170,4,22936
2025,faixa_etaria,Estado,Região Nordeste,Sergipe,SE,442,63,35,43,145,540,707,1085,1625,2463,3020,4407,5,14580
2025,faixa_etaria,Estado,Região Nordeste,Bahia,BA,2341,353,219,346,1469,4605,5037,8130,11615,17234,21145,33671,134,106299
2025,faixa_etaria,Regiao,Região Sudeste,,,10515,1827,1092,1271,4004,16023,23760,42159,71084,128161,162934,232587,797,696214
2025,faixa_etaria,Estado,Região Sudeste,Minas Gerais,MG,2521,448,269,310,940,3853,5654,10048,16587,28476,35902,54692,72,159772
2025,faixa_etaria,Estado,Região Sudeste,Espírito Santo,ES,614,105,61,65,304,840,1155,1990,3169,5279,6311,9462,46,29401
2025,faixa_etaria,Estado,Região Sudeste,Rio de Janeiro,RJ,2183,375,223,252,1051,4115,5078,8681,14935,29192,36835,48987,377,152284
2025,faixa_etaria,Estado,Região Sudeste,São Paulo,SP,5197,899,539,644,1709,7215,11873,21440,36393,65214,83886,119446,302,354757
2025,faixa_etaria,Regiao,Região Sul,,,3533,572,386,464,1337,5310,8043,13262,23763,43996,57961,79255,94,237976
2025,faixa_etaria,Estado,Região Sul,Paraná,PR,1465,230,151,185,572,2326,3341,5354,9372,15824,20746,28206,44,87816
2025,faixa_etaria,Estado,Região Sul,Santa Catarina,SC,929,163,101,105,288,1226,1929,3080,5494,9920,12534,16345,12,52126
2025,faixa_etaria,Estado,Região Sul,Rio Grande do Sul,RS,1139,179,134,174,477,1758,2773,4828,8897,18252,24681,34704,38,98034
2025,faixa_etaria,Regiao,Região Centro-Oeste,,,2727,512,313,328,1002,3552,4928,8073,12518,18957,22680,29560,59,105209
2025,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,525,103,73,70,189,642,899,1468,2369,3727,4370,5599,9,20043
2025,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso,MT,817,161,99,92,315,913,1236,1891,2796,4247,4755,5716,11,23049
2025,faixa_etaria,Estado,Região Centro-Oeste,Goiás,GO,1052,198,111,135,406,1569,2147,3606,5671,8571,10290,13221,35,47012
2025,faixa_etaria,Estado,Região Centro-Oeste,Distrito Federal,DF,333,50,30,31,92,428,646,1108,1682,2412,3265,5024,4,15105
2026,faixa_etaria,Regiao,Região Norte,,,1456,281,113,199,507,1763,1960,2893,3899,5752,7018,8950,46,34837
2026,faixa_etaria,Estado,Região Norte,Rondônia,RO,92,9,11,15,37,137,206,267,444,697,816,899,3,3633
2026,faixa_etaria,Estado,Região Norte,Acre,AC,98,16,1,14,21,59,84,126,170,224,291,397,9,1510
2026,faixa_etaria,Estado,Região Norte,Amazonas,AM,361,76,26,35,94,386,442,601,787,1157,1313,1637,3,6918
2026,faixa_etaria,Estado,Região Norte,Roraima,RR,75,15,8,13,20,63,61,102,145,150,178,204,0,1034
2026,faixa_etaria,Estado,Região Norte,Pará,PA,655,129,52,101,254,873,905,1397,1823,2784,3471,4487,27,16958
2026,faixa_etaria,Estado,Região Norte,Amapá,AP,67,13,4,8,41,104,102,91,153,229,264,314,0,1390
2026,faixa_etaria,Estado,Região Norte,Tocantins,TO,108,23,11,13,40,141,160,309,377,511,685,1012,4,3394
2026,faixa_etaria,Regiao,Região Nordeste,,,3338,469,310,405,1669,5313,6373,10228,14515,22050,28592,43545,115,136922
2026,faixa_etaria,Estado,Região Nordeste,Maranhão,MA,494,83,43,82,255,735,901,1249,1592,2480,3077,4321,19,15331
2026,faixa_etaria,Estado,Região Nordeste,Piauí,PI,184,21,27,27,79,291,365,633,861,1255,1676,2693,0,8112
2026,faixa_etaria,Estado,Região Nordeste,Ceará,CE,394,84,43,51,227,781,1033,1599,2342,3561,4756,8216,0,23087
2026,faixa_etaria,Estado,Região Nordeste,Rio Grande do Norte,RN,165,16,16,17,92,283,344,582,790,1285,1698,2761,5,8054
2026,faixa_etaria,Estado,Região Nordeste,Paraíba,PB,272,32,19,27,123,370,430,770,1167,1735,2398,3744,5,11092
2026,faixa_etaria,Estado,Região Nordeste,Pernambuco,PE,506,81,53,62,228,828,992,1636,2436,3945,5141,7439,70,23417
2026,faixa_etaria,Estado,Região Nordeste,Alagoas,AL,262,35,22,22,95,310,376,584,936,1392,1670,2035,0,7739
2026,faixa_etaria,Estado,Região Nordeste,Sergipe,SE,178,23,9,12,63,232,282,396,575,857,1110,1601,0,5338
2026,faixa_etaria,Estado,Região Nordeste,Bahia,BA,883,94,78,105,507,1483,1650,2779,3816,5540,7066,10735,16,34752
2026,faixa_etaria,Regiao,Região Sudeste,,,3528,530,344,399,1311,5127,7741,13937,22580,40661,52596,72421,221,221396
2026,faixa_etaria,Estado,Região Sudeste,Minas Gerais,MG,795,119,85,92,295,1083,1704,3099,5167,8952,11479,16864,19,49753
2026,faixa_etaria,Estado,Região Sudeste,Espírito Santo,ES,194,28,20,20,92,290,391,702,926,1677,1948,2793,5,9086
2026,faixa_etaria,Estado,Região Sudeste,Rio de Janeiro,RJ,685,118,65,92,359,1317,1627,2905,4714,9191,11807,15306,100,48286
2026,faixa_etaria,Estado,Região Sudeste,São Paulo,SP,1854,265,174,195,565,2437,4019,7231,11773,20841,27362,37458,97,114271
2026,faixa_etaria,Regiao,Região Sul,,,1317,172,105,175,468,1835,2749,4598,7909,14466,18937,24971,25,77727
2026,faixa_etaria,Estado,Região Sul,Paraná,PR,538,73,43,81,223,820,1205,1872,3281,5466,7110,9406,6,30124
2026,faixa_etaria,Estado,Região Sul,Santa Catarina,SC,376,44,24,41,115,463,668,1118,1821,3375,4156,5183,8,17392
2026,faixa_etaria,Estado,Região Sul,Rio Grande do Sul,RS,403,55,38,53,130,552,876,1608,2807,5625,7671,10382,11,30211
2026,faixa_etaria,Regiao,Região Centro-Oeste,,,902,161,78,110,316,1207,1548,2708,4145,6556,7885,10022,11,35649
2026,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,154,28,15,26,60,233,294,487,780,1241,1554,2103,3,6978
2026,faixa_etaria,Estado,Região Centro-Oeste,Mato Grosso,MT,308,57,24,27,97,305,389,650,1025,1511,1725,2008,2,8128
2026,faixa_etaria,Estado,Região Centro-Oeste,Goiás,GO,319,62,28,44,123,529,641,1170,1766,2911,3504,4273,5,15375
2026,faixa_etaria,Estado,Região Centro-Oeste,Distrito Federal,DF,121,14,11,13,36,140,224,401,574,893,1102,1638,1,5168
