ano,nivel,regiao,uf,sigla,capitulo,obitos,intervalo_codigos,descricao
2024,Regiao,Região Centro-Oeste,,,Cap XIII,608,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2024,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap XIII,137,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2024,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap XIII,120,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2024,Estado,Região Centro-Oeste,Goiás,GO,Cap XIII,234,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2024,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap XIII,117,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Regiao,Região Norte,,,Cap XIII,461,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Norte,Rondônia,RO,Cap XIII,43,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Norte,Acre,AC,Cap XIII,35,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Norte,Amazonas,AM,Cap XIII,92,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Norte,Roraima,RR,Cap XIII,15,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Norte,Pará,PA,Cap XIII,228,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Norte,Amapá,AP,Cap XIII,17,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Norte,Tocantins,TO,Cap XIII,31,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Regiao,Região Nordeste,,,Cap XIII,2146,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Maranhão,MA,Cap XIII,148,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Piauí,PI,Cap XIII,75,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Ceará,CE,Cap XIII,380,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap XIII,191,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Paraíba,PB,Cap XIII,149,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Pernambuco,PE,Cap XIII,457,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Alagoas,AL,Cap XIII,139,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Sergipe,SE,Cap XIII,73,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Nordeste,Bahia,BA,Cap XIII,534,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Regiao,Região Sudeste,,,Cap XIII,3862,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Sudeste,Minas Gerais,MG,Cap XIII,976,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Sudeste,Espírito Santo,ES,Cap XIII,113,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap XIII,829,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Sudeste,São Paulo,SP,Cap XIII,1944,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Regiao,Região Sul,,,Cap XIII,1195,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Sul,Paraná,PR,Cap XIII,519,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Sul,Santa Catarina,SC,Cap XIII,261,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Sul,Rio Grande do Sul,RS,Cap XIII,415,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Regiao,Região Centro-Oeste,,,Cap XIII,671,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap XIII,138,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap XIII,127,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Centro-Oeste,Goiás,GO,Cap XIII,266,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2025,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap XIII,140,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Regiao,Região Norte,,,Cap XIII,251,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Norte,Rondônia,RO,Cap XIII,14,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Norte,Acre,AC,Cap XIII,5,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Norte,Amazonas,AM,Cap XIII,50,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Norte,Roraima,RR,Cap XIII,10,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Norte,Pará,PA,Cap XIII,143,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Norte,Amapá,AP,Cap XIII,6,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Norte,Tocantins,TO,Cap XIII,23,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Regiao,Região Nordeste,,,Cap XIII,814,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Maranhão,MA,Cap XIII,53,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Piauí,PI,Cap XIII,35,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Ceará,CE,Cap XIII,155,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap XIII,81,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Paraíba,PB,Cap XIII,70,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Pernambuco,PE,Cap XIII,155,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Alagoas,AL,Cap XIII,38,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Sergipe,SE,Cap XIII,32,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Nordeste,Bahia,BA,Cap XIII,195,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Regiao,Região Sudeste,,,Cap XIII,1438,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Sudeste,Minas Gerais,MG,Cap XIII,374,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Sudeste,Espírito Santo,ES,Cap XIII,57,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap XIII,271,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Sudeste,São Paulo,SP,Cap XIII,736,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Regiao,Região Sul,,,Cap XIII,397,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Sul,Paraná,PR,Cap XIII,155,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Sul,Santa Catarina,SC,Cap XIII,95,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Sul,Rio Grande do Sul,RS,Cap XIII,147,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Regiao,Região Centro-Oeste,,,Cap XIII,250,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap XIII,58,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap XIII,55,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Centro-Oeste,Goiás,GO,Cap XIII,86,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2026,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap XIII,51,M00–M99,Doenças do sistema osteomuscular e do tecido conjuntivo
2016,Regiao,Região Norte,,,Cap XIV,1817,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Norte,Rondônia,RO,Cap XIV,268,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Norte,Acre,AC,Cap XIV,77,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Norte,Amazonas,AM,Cap XIV,348,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Norte,Roraima,RR,Cap XIV,55,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Norte,Pará,PA,Cap XIV,876,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Norte,Amapá,AP,Cap XIV,52,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Norte,Tocantins,TO,Cap XIV,141,N00–N99,Doenças do aparelho geniturinário
2016,Regiao,Região Nordeste,,,Cap XIV,8917,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Maranhão,MA,Cap XIV,768,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Piauí,PI,Cap XIV,369,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Ceará,CE,Cap XIV,1239,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap XIV,642,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Paraíba,PB,Cap XIV,876,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Pernambuco,PE,Cap XIV,2255,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Alagoas,AL,Cap XIV,425,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Sergipe,SE,Cap XIV,409,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Nordeste,Bahia,BA,Cap XIV,1934,N00–N99,Doenças do aparelho geniturinário
2016,Regiao,Região Sudeste,,,Cap XIV,21421,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Sudeste,Minas Gerais,MG,Cap XIV,4275,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Sudeste,Espírito Santo,ES,Cap XIV,663,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap XIV,6011,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Sudeste,São Paulo,SP,Cap XIV,10472,N00–N99,Doenças do aparelho geniturinário
2016,Regiao,Região Sul,,,Cap XIV,5011,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Sul,Paraná,PR,Cap XIV,1814,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Sul,Santa Catarina,SC,Cap XIV,1107,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Sul,Rio Grande do Sul,RS,Cap XIV,2090,N00–N99,Doenças do aparelho geniturinário
2016,Regiao,Região Centro-Oeste,,,Cap XIV,2201,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap XIV,430,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap XIV,465,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Centro-Oeste,Goiás,GO,Cap XIV,1048,N00–N99,Doenças do aparelho geniturinário
2016,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap XIV,258,N00–N99,Doenças do aparelho geniturinário
2017,Regiao,Região Norte,,,Cap XIV,1960,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Norte,Rondônia,RO,Cap XIV,246,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Norte,Acre,AC,Cap XIV,71,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Norte,Amazonas,AM,Cap XIV,405,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Norte,Roraima,RR,Cap XIV,66,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Norte,Pará,PA,Cap XIV,934,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Norte,Amapá,AP,Cap XIV,67,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Norte,Tocantins,TO,Cap XIV,171,N00–N99,Doenças do aparelho geniturinário
2017,Regiao,Região Nordeste,,,Cap XIV,8888,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Maranhão,MA,Cap XIV,747,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Piauí,PI,Cap XIV,424,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Ceará,CE,Cap XIV,1345,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap XIV,611,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Paraíba,PB,Cap XIV,822,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Pernambuco,PE,Cap XIV,2003,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Alagoas,AL,Cap XIV,455,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Sergipe,SE,Cap XIV,411,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Nordeste,Bahia,BA,Cap XIV,2070,N00–N99,Doenças do aparelho geniturinário
2017,Regiao,Região Sudeste,,,Cap XIV,22131,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Sudeste,Minas Gerais,MG,Cap XIV,4552,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Sudeste,Espírito Santo,ES,Cap XIV,714,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap XIV,5759,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Sudeste,São Paulo,SP,Cap XIV,11106,N00–N99,Doenças do aparelho geniturinário
2017,Regiao,Região Sul,,,Cap XIV,5118,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Sul,Paraná,PR,Cap XIV,1883,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Sul,Santa Catarina,SC,Cap XIV,1084,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Sul,Rio Grande do Sul,RS,Cap XIV,2151,N00–N99,Doenças do aparelho geniturinário
2017,Regiao,Região Centro-Oeste,,,Cap XIV,2373,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap XIV,441,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap XIV,516,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Centro-Oeste,Goiás,GO,Cap XIV,1178,N00–N99,Doenças do aparelho geniturinário
2017,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap XIV,238,N00–N99,Doenças do aparelho geniturinário
2018,Regiao,Região Norte,,,Cap XIV,2164,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Norte,Rondônia,RO,Cap XIV,263,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Norte,Acre,AC,Cap XIV,118,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Norte,Amazonas,AM,Cap XIV,405,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Norte,Roraima,RR,Cap XIV,68,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Norte,Pará,PA,Cap XIV,1020,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Norte,Amapá,AP,Cap XIV,86,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Norte,Tocantins,TO,Cap XIV,204,N00–N99,Doenças do aparelho geniturinário
2018,Regiao,Região Nordeste,,,Cap XIV,9352,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Maranhão,MA,Cap XIV,810,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Piauí,PI,Cap XIV,437,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Ceará,CE,Cap XIV,1445,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap XIV,622,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Paraíba,PB,Cap XIV,906,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Pernambuco,PE,Cap XIV,2051,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Alagoas,AL,Cap XIV,441,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Sergipe,SE,Cap XIV,437,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Nordeste,Bahia,BA,Cap XIV,2203,N00–N99,Doenças do aparelho geniturinário
2018,Regiao,Região Sudeste,,,Cap XIV,23767,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Sudeste,Minas Gerais,MG,Cap XIV,4823,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Sudeste,Espírito Santo,ES,Cap XIV,748,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap XIV,6283,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Sudeste,São Paulo,SP,Cap XIV,11913,N00–N99,Doenças do aparelho geniturinário
2018,Regiao,Região Sul,,,Cap XIV,5671,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Sul,Paraná,PR,Cap XIV,2002,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Sul,Santa Catarina,SC,Cap XIV,1307,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Sul,Rio Grande do Sul,RS,Cap XIV,2362,N00–N99,Doenças do aparelho geniturinário
2018,Regiao,Região Centro-Oeste,,,Cap XIV,2474,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap XIV,418,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap XIV,605,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Centro-Oeste,Goiás,GO,Cap XIV,1261,N00–N99,Doenças do aparelho geniturinário
2018,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap XIV,190,N00–N99,Doenças do aparelho geniturinário
2019,Regiao,Região Norte,,,Cap XIV,2236,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Norte,Rondônia,RO,Cap XIV,260,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Norte,Acre,AC,Cap XIV,101,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Norte,Amazonas,AM,Cap XIV,440,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Norte,Roraima,RR,Cap XIV,77,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Norte,Pará,PA,Cap XIV,1069,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Norte,Amapá,AP,Cap XIV,97,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Norte,Tocantins,TO,Cap XIV,192,N00–N99,Doenças do aparelho geniturinário
2019,Regiao,Região Nordeste,,,Cap XIV,10310,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Maranhão,MA,Cap XIV,831,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Piauí,PI,Cap XIV,477,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Ceará,CE,Cap XIV,1567,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap XIV,663,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Paraíba,PB,Cap XIV,1078,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Pernambuco,PE,Cap XIV,2248,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Alagoas,AL,Cap XIV,473,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Sergipe,SE,Cap XIV,466,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Nordeste,Bahia,BA,Cap XIV,2507,N00–N99,Doenças do aparelho geniturinário
2019,Regiao,Região Sudeste,,,Cap XIV,25959,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Sudeste,Minas Gerais,MG,Cap XIV,5349,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Sudeste,Espírito Santo,ES,Cap XIV,819,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap XIV,6842,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Sudeste,São Paulo,SP,Cap XIV,12949,N00–N99,Doenças do aparelho geniturinário
2019,Regiao,Região Sul,,,Cap XIV,6202,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Sul,Paraná,PR,Cap XIV,2167,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Sul,Santa Catarina,SC,Cap XIV,1304,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Sul,Rio Grande do Sul,RS,Cap XIV,2731,N00–N99,Doenças do aparelho geniturinário
2019,Regiao,Região Centro-Oeste,,,Cap XIV,2859,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap XIV,541,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap XIV,664,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Centro-Oeste,Goiás,GO,Cap XIV,1384,N00–N99,Doenças do aparelho geniturinário
2019,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap XIV,270,N00–N99,Doenças do aparelho geniturinário
2020,Regiao,Região Norte,,,Cap XIV,2171,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Norte,Rondônia,RO,Cap XIV,262,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Norte,Acre,AC,Cap XIV,88,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Norte,Amazonas,AM,Cap XIV,427,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Norte,Roraima,RR,Cap XIV,49,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Norte,Pará,PA,Cap XIV,1083,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Norte,Amapá,AP,Cap XIV,76,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Norte,Tocantins,TO,Cap XIV,186,N00–N99,Doenças do aparelho geniturinário
2020,Regiao,Região Nordeste,,,Cap XIV,9539,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Maranhão,MA,Cap XIV,867,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Piauí,PI,Cap XIV,444,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Ceará,CE,Cap XIV,1333,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap XIV,611,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Paraíba,PB,Cap XIV,924,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Pernambuco,PE,Cap XIV,2110,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Alagoas,AL,Cap XIV,424,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Sergipe,SE,Cap XIV,392,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Nordeste,Bahia,BA,Cap XIV,2434,N00–N99,Doenças do aparelho geniturinário
2020,Regiao,Região Sudeste,,,Cap XIV,24048,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Sudeste,Minas Gerais,MG,Cap XIV,5244,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Sudeste,Espírito Santo,ES,Cap XIV,787,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap XIV,5924,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Sudeste,São Paulo,SP,Cap XIV,12093,N00–N99,Doenças do aparelho geniturinário
2020,Regiao,Região Sul,,,Cap XIV,6178,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Sul,Paraná,PR,Cap XIV,2169,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Sul,Santa Catarina,SC,Cap XIV,1254,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Sul,Rio Grande do Sul,RS,Cap XIV,2755,N00–N99,Doenças do aparelho geniturinário
2020,Regiao,Região Centro-Oeste,,,Cap XIV,2924,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap XIV,639,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap XIV,626,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Centro-Oeste,Goiás,GO,Cap XIV,1357,N00–N99,Doenças do aparelho geniturinário
2020,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap XIV,302,N00–N99,Doenças do aparelho geniturinário
2021,Regiao,Região Norte,,,Cap XIV,2384,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Norte,Rondônia,RO,Cap XIV,302,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Norte,Acre,AC,Cap XIV,131,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Norte,Amazonas,AM,Cap XIV,421,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Norte,Roraima,RR,Cap XIV,63,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Norte,Pará,PA,Cap XIV,1184,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Norte,Amapá,AP,Cap XIV,85,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Norte,Tocantins,TO,Cap XIV,198,N00–N99,Doenças do aparelho geniturinário
2021,Regiao,Região Nordeste,,,Cap XIV,10510,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Nordeste,Maranhão,MA,Cap XIV,854,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Nordeste,Piauí,PI,Cap XIV,466,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Nordeste,Ceará,CE,Cap XIV,1520,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap XIV,665,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Nordeste,Paraíba,PB,Cap XIV,1065,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Nordeste,Pernambuco,PE,Cap XIV,2412,N00–N99,Doenças do aparelho geniturinário
2021,Estado,Região Nordeste,Alagoas,AL,Cap XIV,541,N00–N99,Doenças do aparelho geniturinário
