ano,nivel,regiao,uf,sigla,capitulo,obitos,intervalo_codigos,descricao
2019,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap IV,1267,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2019,Estado,Região Centro-Oeste,Goiás,GO,Cap IV,2439,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2019,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap IV,682,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Regiao,Região Norte,,,Cap IV,6843,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Norte,Rondônia,RO,Cap IV,668,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Norte,Acre,AC,Cap IV,226,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Norte,Amazonas,AM,Cap IV,1502,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Norte,Roraima,RR,Cap IV,168,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Norte,Pará,PA,Cap IV,3324,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Norte,Amapá,AP,Cap IV,242,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Norte,Tocantins,TO,Cap IV,713,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Regiao,Região Nordeste,,,Cap IV,29343,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Maranhão,MA,Cap IV,3613,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Piauí,PI,Cap IV,1589,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Ceará,CE,Cap IV,3233,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap IV,1720,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Paraíba,PB,Cap IV,2521,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Pernambuco,PE,Cap IV,5848,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Alagoas,AL,Cap IV,2113,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Sergipe,SE,Cap IV,979,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Nordeste,Bahia,BA,Cap IV,7727,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Regiao,Região Sudeste,,,Cap IV,37198,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Sudeste,Minas Gerais,MG,Cap IV,8519,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Sudeste,Espírito Santo,ES,Cap IV,1757,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap IV,8948,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Sudeste,São Paulo,SP,Cap IV,17974,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Regiao,Região Sul,,,Cap IV,13726,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Sul,Paraná,PR,Cap IV,4986,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Sul,Santa Catarina,SC,Cap IV,2513,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Sul,Rio Grande do Sul,RS,Cap IV,6227,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Regiao,Região Centro-Oeste,,,Cap IV,5639,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap IV,831,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap IV,1446,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Centro-Oeste,Goiás,GO,Cap IV,2603,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2020,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap IV,759,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Regiao,Região Norte,,,Cap IV,6512,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Norte,Rondônia,RO,Cap IV,713,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Norte,Acre,AC,Cap IV,249,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Norte,Amazonas,AM,Cap IV,1505,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Norte,Roraima,RR,Cap IV,231,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Norte,Pará,PA,Cap IV,2852,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Norte,Amapá,AP,Cap IV,268,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Norte,Tocantins,TO,Cap IV,694,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Regiao,Região Nordeste,,,Cap IV,29072,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Maranhão,MA,Cap IV,3407,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Piauí,PI,Cap IV,1593,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Ceará,CE,Cap IV,3235,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap IV,1656,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Paraíba,PB,Cap IV,2568,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Pernambuco,PE,Cap IV,5940,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Alagoas,AL,Cap IV,1917,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Sergipe,SE,Cap IV,1036,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Nordeste,Bahia,BA,Cap IV,7720,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Regiao,Região Sudeste,,,Cap IV,39968,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Sudeste,Minas Gerais,MG,Cap IV,9305,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Sudeste,Espírito Santo,ES,Cap IV,2227,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap IV,8914,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Sudeste,São Paulo,SP,Cap IV,19522,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Regiao,Região Sul,,,Cap IV,15465,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Sul,Paraná,PR,Cap IV,5641,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Sul,Santa Catarina,SC,Cap IV,2927,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Sul,Rio Grande do Sul,RS,Cap IV,6897,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Regiao,Região Centro-Oeste,,,Cap IV,5801,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap IV,930,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap IV,1423,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Centro-Oeste,Goiás,GO,Cap IV,2631,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2021,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap IV,817,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Regiao,Região Norte,,,Cap IV,6157,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Norte,Rondônia,RO,Cap IV,667,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Norte,Acre,AC,Cap IV,225,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Norte,Amazonas,AM,Cap IV,1425,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Norte,Roraima,RR,Cap IV,181,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Norte,Pará,PA,Cap IV,2786,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Norte,Amapá,AP,Cap IV,220,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Norte,Tocantins,TO,Cap IV,653,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Regiao,Região Nordeste,,,Cap IV,29024,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Maranhão,MA,Cap IV,3261,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Piauí,PI,Cap IV,1916,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Ceará,CE,Cap IV,3277,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap IV,1690,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Paraíba,PB,Cap IV,2520,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Pernambuco,PE,Cap IV,5311,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Alagoas,AL,Cap IV,1876,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Sergipe,SE,Cap IV,1149,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Nordeste,Bahia,BA,Cap IV,8024,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Regiao,Região Sudeste,,,Cap IV,37316,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Sudeste,Minas Gerais,MG,Cap IV,9138,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Sudeste,Espírito Santo,ES,Cap IV,1892,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap IV,8035,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Sudeste,São Paulo,SP,Cap IV,18251,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Regiao,Região Sul,,,Cap IV,15647,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Sul,Paraná,PR,Cap IV,5388,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Sul,Santa Catarina,SC,Cap IV,3041,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Sul,Rio Grande do Sul,RS,Cap IV,7218,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Regiao,Região Centro-Oeste,,,Cap IV,5697,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap IV,1030,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap IV,1505,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Centro-Oeste,Goiás,GO,Cap IV,2397,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2022,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap IV,765,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Regiao,Região Norte,,,Cap IV,6089,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Norte,Rondônia,RO,Cap IV,636,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Norte,Acre,AC,Cap IV,230,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Norte,Amazonas,AM,Cap IV,1494,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Norte,Roraima,RR,Cap IV,188,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Norte,Pará,PA,Cap IV,2714,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Norte,Amapá,AP,Cap IV,202,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Norte,Tocantins,TO,Cap IV,625,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Regiao,Região Nordeste,,,Cap IV,25671,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Maranhão,MA,Cap IV,2966,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Piauí,PI,Cap IV,1788,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Ceará,CE,Cap IV,2796,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap IV,1493,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Paraíba,PB,Cap IV,2160,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Pernambuco,PE,Cap IV,4314,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Alagoas,AL,Cap IV,1619,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Sergipe,SE,Cap IV,1015,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Nordeste,Bahia,BA,Cap IV,7520,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Regiao,Região Sudeste,,,Cap IV,36019,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Sudeste,Minas Gerais,MG,Cap IV,8904,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Sudeste,Espírito Santo,ES,Cap IV,2119,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap IV,7992,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Sudeste,São Paulo,SP,Cap IV,17004,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Regiao,Região Sul,,,Cap IV,14468,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Sul,Paraná,PR,Cap IV,4909,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Sul,Santa Catarina,SC,Cap IV,3059,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Sul,Rio Grande do Sul,RS,Cap IV,6500,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Regiao,Região Centro-Oeste,,,Cap IV,5720,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap IV,987,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap IV,1643,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Centro-Oeste,Goiás,GO,Cap IV,2403,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2023,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap IV,687,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Regiao,Região Norte,,,Cap IV,6101,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Norte,Rondônia,RO,Cap IV,671,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Norte,Acre,AC,Cap IV,188,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Norte,Amazonas,AM,Cap IV,1478,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Norte,Roraima,RR,Cap IV,151,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Norte,Pará,PA,Cap IV,2753,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Norte,Amapá,AP,Cap IV,220,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Norte,Tocantins,TO,Cap IV,640,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Regiao,Região Nordeste,,,Cap IV,26497,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Maranhão,MA,Cap IV,3081,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Piauí,PI,Cap IV,1748,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Ceará,CE,Cap IV,2978,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap IV,1490,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Paraíba,PB,Cap IV,2228,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Pernambuco,PE,Cap IV,4578,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Alagoas,AL,Cap IV,1583,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Sergipe,SE,Cap IV,985,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Nordeste,Bahia,BA,Cap IV,7826,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Regiao,Região Sudeste,,,Cap IV,36500,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Sudeste,Minas Gerais,MG,Cap IV,8961,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Sudeste,Espírito Santo,ES,Cap IV,2277,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap IV,8117,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Sudeste,São Paulo,SP,Cap IV,17145,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Regiao,Região Sul,,,Cap IV,15242,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Sul,Paraná,PR,Cap IV,5280,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Sul,Santa Catarina,SC,Cap IV,3219,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Sul,Rio Grande do Sul,RS,Cap IV,6743,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Regiao,Região Centro-Oeste,,,Cap IV,5838,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap IV,948,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap IV,1539,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Centro-Oeste,Goiás,GO,Cap IV,2714,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2024,Estado,Região Centro-Oeste,Distrito Federal,DF,Cap IV,637,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Regiao,Região Norte,,,Cap IV,6586,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Norte,Rondônia,RO,Cap IV,752,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Norte,Acre,AC,Cap IV,182,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Norte,Amazonas,AM,Cap IV,1546,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Norte,Roraima,RR,Cap IV,188,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Norte,Pará,PA,Cap IV,3075,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Norte,Amapá,AP,Cap IV,216,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Norte,Tocantins,TO,Cap IV,627,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Regiao,Região Nordeste,,,Cap IV,26207,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Maranhão,MA,Cap IV,3144,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Piauí,PI,Cap IV,1746,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Ceará,CE,Cap IV,2896,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Rio Grande do Norte,RN,Cap IV,1250,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Paraíba,PB,Cap IV,2183,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Pernambuco,PE,Cap IV,4603,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Alagoas,AL,Cap IV,1588,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Sergipe,SE,Cap IV,978,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Nordeste,Bahia,BA,Cap IV,7819,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Regiao,Região Sudeste,,,Cap IV,36857,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Sudeste,Minas Gerais,MG,Cap IV,8848,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Sudeste,Espírito Santo,ES,Cap IV,2411,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Sudeste,Rio de Janeiro,RJ,Cap IV,8689,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Sudeste,São Paulo,SP,Cap IV,16909,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Regiao,Região Sul,,,Cap IV,15217,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Sul,Paraná,PR,Cap IV,5254,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Sul,Santa Catarina,SC,Cap IV,3266,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Sul,Rio Grande do Sul,RS,Cap IV,6697,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Regiao,Região Centro-Oeste,,,Cap IV,6056,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,Cap IV,1093,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
2025,Estado,Região Centro-Oeste,Mato Grosso,MT,Cap IV,1596,E00–E90,"Doenças endócrinas, nutricionais e metabólicas (ex: Diabetes)"
