ano,dimensao,nivel,regiao,uf,sigla,Cap I,Cap II,Cap III,Cap IV,Cap V,Cap VI,Cap VII,Cap VIII,Cap IX,Cap X,Cap XI,Cap XII,Cap XIII,Cap XIV,Cap XV,Cap XVI,Cap XVII,Cap XVIII,Cap XX,Total,Cap XIX,Cap XXII
2020,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,2823,2860,71,831,90,576,0,0,5157,2008,918,96,78,639,16,257,138,587,1906,19051,0,0
2020,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso,MT,5207,2953,107,1446,227,546,0,2,4570,1734,822,43,64,626,55,346,208,1299,3142,23397,0,0
2020,capitulo_cid10,Estado,Região Centro-Oeste,Goiás,GO,9320,6768,168,2603,581,1476,0,2,11010,4374,2392,113,165,1357,90,625,360,896,6058,48358,0,0
2020,capitulo_cid10,Estado,Região Centro-Oeste,Distrito Federal,DF,3770,2785,70,759,313,615,0,3,3248,1170,787,50,61,302,22,229,178,345,1511,16218,0,0
2021,capitulo_cid10,Regiao,Região Norte,,,35680,12156,561,6512,662,1937,3,15,21279,9085,4150,320,367,2384,479,2588,1148,7624,14404,121354,0,0
2021,capitulo_cid10,Estado,Região Norte,Rondônia,RO,5301,1415,52,713,70,206,0,2,2237,794,363,14,42,302,46,171,97,719,1498,14042,0,0
2021,capitulo_cid10,Estado,Região Norte,Acre,AC,1517,531,37,249,29,80,1,2,861,616,156,5,8,131,15,154,55,580,469,5496,0,0
2021,capitulo_cid10,Estado,Região Norte,Amazonas,AM,10337,2696,123,1505,105,391,2,2,4009,1940,829,81,101,421,127,620,310,2178,3303,29080,0,0
2021,capitulo_cid10,Estado,Região Norte,Roraima,RR,1412,425,17,231,10,52,0,1,638,266,164,10,24,63,40,108,54,132,659,4306,0,0
2021,capitulo_cid10,Estado,Região Norte,Pará,PA,12777,5338,276,2852,295,911,0,7,10267,4399,1952,186,160,1184,186,1191,478,3525,6182,52166,0,0
2021,capitulo_cid10,Estado,Região Norte,Amapá,AP,1236,516,24,268,16,79,0,0,725,356,159,10,10,85,19,164,62,237,784,4750,0,0
2021,capitulo_cid10,Estado,Região Norte,Tocantins,TO,3100,1235,32,694,137,218,0,1,2542,714,527,14,22,198,46,180,92,253,1509,11514,0,0
2021,capitulo_cid10,Regiao,Região Nordeste,,,92273,52810,2013,29072,5431,10642,7,46,99733,34453,18893,2551,1690,10510,957,6099,2873,26187,47632,443872,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Maranhão,MA,9142,4561,203,3407,363,758,0,5,11151,3308,2038,212,127,854,166,889,366,2048,5056,44654,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Piauí,PI,5389,3004,121,1593,244,616,0,2,6887,2048,1065,134,74,466,68,362,197,1290,2652,26212,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Ceará,CE,18254,9545,265,3235,917,2372,0,10,15941,6345,3053,410,287,1520,146,760,380,2086,8157,73683,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Rio Grande do Norte,RN,5902,3613,129,1656,251,722,0,3,6139,2151,1127,192,208,665,71,329,180,857,2576,26771,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Paraíba,PB,7293,4249,151,2568,273,874,2,1,8057,3008,1396,182,102,1065,79,458,202,1737,2981,34678,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Pernambuco,PE,15786,9524,306,5940,1304,1974,0,8,17214,7764,3601,617,375,2412,119,916,539,4066,8252,80717,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Alagoas,AL,5262,2682,103,1917,296,443,1,5,6177,1712,1131,137,99,541,58,389,168,1496,2473,25090,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Sergipe,SE,4051,1817,95,1036,349,432,0,3,3345,903,671,105,34,430,33,255,126,1149,1841,16675,0,0
2021,capitulo_cid10,Estado,Região Nordeste,Bahia,BA,21194,13815,640,7720,1434,2451,4,9,24822,7214,4811,562,384,2557,217,1741,715,11458,13644,115392,0,0
2021,capitulo_cid10,Regiao,Região Sudeste,,,231051,110148,3419,39968,8183,23310,11,73,177183,69906,32820,4092,2949,27674,1207,6427,3662,48404,53247,843734,0,0
2021,capitulo_cid10,Estado,Região Sudeste,Minas Gerais,MG,50866,25232,855,9305,2802,5582,3,14,37799,15096,7682,769,784,5929,248,1525,924,11304,13366,190085,0,0
2021,capitulo_cid10,Estado,Região Sudeste,Espírito Santo,ES,8128,4475,88,2227,431,1356,0,5,7146,1878,1212,165,152,912,64,327,239,252,3744,32801,0,0
2021,capitulo_cid10,Estado,Região Sudeste,Rio de Janeiro,RJ,49188,22055,976,8914,1328,3932,2,18,39123,16548,5884,1093,540,6746,369,1376,655,17451,13034,189232,0,0
2021,capitulo_cid10,Estado,Região Sudeste,São Paulo,SP,122869,58386,1500,19522,3622,12440,6,36,93115,36384,18042,2065,1473,14087,526,3199,1844,19397,23103,431616,0,0
2021,capitulo_cid10,Regiao,Região Sul,,,83068,44989,842,15465,2823,10547,2,17,58508,20089,10965,848,774,7166,434,1982,1379,8916,21412,290226,0,0
2021,capitulo_cid10,Estado,Região Sul,Paraná,PR,35553,15392,334,5641,1293,3819,0,6,22279,7415,4583,298,333,2578,203,744,533,2430,9172,112606,0,0
2021,capitulo_cid10,Estado,Região Sul,Santa Catarina,SC,16491,9738,195,2927,423,1841,1,6,12882,4329,2227,167,159,1533,103,517,348,1436,4575,59898,0,0
2021,capitulo_cid10,Estado,Região Sul,Rio Grande do Sul,RS,31024,19859,313,6897,1107,4887,1,5,23347,8345,4155,383,282,3055,128,721,498,5050,7665,117722,0,0
2021,capitulo_cid10,Regiao,Região Centro-Oeste,,,44595,15702,461,5801,1310,3091,1,5,25804,8935,5489,358,390,3124,331,1506,930,3003,12627,133463,0,0
2021,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,7694,3040,87,930,106,552,1,2,5526,2062,973,107,90,673,63,223,149,680,2091,25049,0,0
2021,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso,MT,10128,2977,113,1423,268,529,0,2,4797,1544,946,46,60,623,87,393,238,1280,3169,28623,0,0
2021,capitulo_cid10,Estado,Região Centro-Oeste,Goiás,GO,20301,6875,193,2631,534,1411,0,1,12192,4313,2722,160,178,1448,140,651,381,676,5905,60712,0,0
2021,capitulo_cid10,Estado,Região Centro-Oeste,Distrito Federal,DF,6472,2810,68,817,402,599,0,0,3289,1016,848,45,62,380,41,239,162,367,1462,19079,0,0
2022,capitulo_cid10,Regiao,Região Norte,,,8984,12887,538,6157,643,2232,1,10,22020,10485,4296,470,374,2563,234,2261,1143,6659,14595,96552,0,0
2022,capitulo_cid10,Estado,Região Norte,Rondônia,RO,1022,1528,56,667,79,248,0,0,2286,975,382,22,31,319,11,195,88,769,1599,10277,0,0
2022,capitulo_cid10,Estado,Região Norte,Acre,AC,365,583,34,225,23,77,0,0,910,629,152,13,15,109,5,113,61,323,522,4159,0,0
2022,capitulo_cid10,Estado,Região Norte,Amazonas,AM,1927,2864,124,1425,97,486,0,5,4016,1877,906,77,90,465,55,540,330,1649,3222,20155,0,0
2022,capitulo_cid10,Estado,Região Norte,Roraima,RR,292,455,19,181,6,84,0,0,675,320,136,20,25,115,21,87,60,139,611,3246,0,0
2022,capitulo_cid10,Estado,Região Norte,Pará,PA,4272,5689,244,2786,264,1036,1,2,10704,5319,2110,290,181,1210,109,1053,445,3350,6434,45499,0,0
2022,capitulo_cid10,Estado,Região Norte,Amapá,AP,350,510,23,220,20,68,0,0,826,460,142,10,13,108,12,131,62,200,691,3846,0,0
2022,capitulo_cid10,Estado,Região Norte,Tocantins,TO,756,1258,38,653,154,233,0,3,2603,905,468,38,19,237,21,142,97,229,1516,9370,0,0
2022,capitulo_cid10,Regiao,Região Nordeste,,,30808,54548,2146,29024,5930,12194,13,73,104694,44971,20474,3167,1767,11923,526,5773,2967,24321,47813,403132,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Maranhão,MA,2736,4695,234,3261,410,868,1,11,11750,4013,2226,267,134,947,85,800,430,2214,4854,39936,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Piauí,PI,1727,3084,135,1916,311,755,2,2,7287,2637,1245,169,62,570,53,370,209,1166,2643,24343,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Ceará,CE,5296,9954,297,3277,1133,2563,2,14,16426,8618,3451,567,294,1844,79,774,403,1491,8181,64664,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Rio Grande do Norte,RN,1904,3680,140,1690,239,863,0,9,6673,2771,1196,214,183,842,35,288,149,834,2509,24219,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Paraíba,PB,2687,4489,132,2520,381,961,0,5,8623,4025,1519,220,136,1105,24,441,219,1848,3070,32405,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Pernambuco,PE,5711,9616,319,5311,1340,2172,2,9,17215,8764,3846,752,433,2742,73,869,518,3817,8502,72011,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Alagoas,AL,1996,2657,126,1876,299,555,1,5,6731,2351,1121,148,100,657,35,355,138,1487,2484,23122,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Sergipe,SE,989,1884,86,1149,317,484,1,5,3463,1515,739,128,46,490,33,291,149,1100,1922,14791,0,0
2022,capitulo_cid10,Estado,Região Nordeste,Bahia,BA,7762,14489,677,8024,1500,2973,4,13,26526,10277,5131,702,379,2726,109,1585,752,10364,13648,107641,0,0
2022,capitulo_cid10,Regiao,Região Sudeste,,,61924,113545,3451,37316,8138,26223,11,123,184600,81611,34176,4477,3390,30446,562,6482,3851,40295,54848,695469,0,0
2022,capitulo_cid10,Estado,Região Sudeste,Minas Gerais,MG,14093,26214,913,9138,3038,6535,2,31,39147,19660,7969,894,867,6224,125,1588,939,11217,14021,162615,0,0
2022,capitulo_cid10,Estado,Região Sudeste,Espírito Santo,ES,2157,4663,100,1892,375,1420,3,8,7552,2441,1253,152,153,1088,35,301,231,352,3816,27992,0,0
2022,capitulo_cid10,Estado,Região Sudeste,Rio de Janeiro,RJ,13774,22806,901,8035,1335,4291,3,25,38509,16856,6039,1238,704,7738,161,1279,687,13746,12679,150806,0,0
2022,capitulo_cid10,Estado,Região Sudeste,São Paulo,SP,31900,59862,1537,18251,3390,13977,3,59,99392,42654,18915,2193,1666,15396,241,3314,1994,14980,24332,354056,0,0
2022,capitulo_cid10,Regiao,Região Sul,,,20132,46762,830,15647,3333,12304,3,22,62490,27473,11692,948,948,7784,177,2063,1517,8523,22573,245221,0,0
2022,capitulo_cid10,Estado,Região Sul,Paraná,PR,7192,15876,327,5388,1377,4348,1,10,23502,10069,4921,364,411,2679,69,808,547,2018,9901,89808,0,0
2022,capitulo_cid10,Estado,Região Sul,Santa Catarina,SC,4124,10329,169,3041,392,2131,1,4,13523,5985,2397,217,199,1689,41,533,359,1421,4762,51317,0,0
2022,capitulo_cid10,Estado,Região Sul,Rio Grande do Sul,RS,8816,20557,334,7218,1564,5825,1,8,25465,11419,4374,367,338,3416,67,722,611,5084,7910,104096,0,0
2022,capitulo_cid10,Regiao,Região Centro-Oeste,,,9952,16267,519,5697,1211,3479,1,16,26350,11533,5847,452,506,3587,141,1450,969,2799,13116,103892,0,0
2022,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,1714,3090,89,1030,95,619,1,6,5656,2648,1120,116,93,797,29,232,166,672,2261,20434,0,0
2022,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso,MT,2105,3151,125,1505,241,600,0,0,5048,1940,1068,63,80,654,34,404,256,1036,3421,21731,0,0
2022,capitulo_cid10,Estado,Região Centro-Oeste,Goiás,GO,4749,7241,225,2397,500,1550,0,8,12325,5645,2765,204,247,1723,57,622,362,724,5926,47270,0,0
2022,capitulo_cid10,Estado,Região Centro-Oeste,Distrito Federal,DF,1384,2785,80,765,375,710,0,2,3321,1300,894,69,86,413,21,192,185,367,1508,14457,0,0
2023,capitulo_cid10,Regiao,Região Norte,,,5450,13858,584,6089,692,2428,1,15,22560,10546,4493,446,371,2872,221,2291,1245,5992,14323,94477,0,0
2023,capitulo_cid10,Estado,Região Norte,Rondônia,RO,489,1595,50,636,87,305,0,1,2386,1085,416,19,37,384,11,154,90,692,1537,9974,0,0
2023,capitulo_cid10,Estado,Região Norte,Acre,AC,260,660,32,230,13,94,1,1,948,634,186,6,9,138,6,124,49,241,557,4189,0,0
2023,capitulo_cid10,Estado,Região Norte,Amazonas,AM,1349,3074,122,1494,121,565,0,2,4331,2034,974,55,96,515,65,545,342,1589,3112,20385,0,0
2023,capitulo_cid10,Estado,Região Norte,Roraima,RR,234,487,21,188,7,61,0,3,696,356,154,15,24,132,17,129,69,120,598,3311,0,0
2023,capitulo_cid10,Estado,Região Norte,Pará,PA,2613,6112,299,2714,298,1097,0,5,10851,5055,2154,300,171,1384,92,1064,500,2893,6178,43780,0,0
2023,capitulo_cid10,Estado,Região Norte,Amapá,AP,176,553,22,202,19,65,0,3,842,525,130,18,13,90,12,122,81,220,833,3926,0,0
2023,capitulo_cid10,Estado,Região Norte,Tocantins,TO,329,1377,38,625,147,241,0,0,2506,857,479,33,21,229,18,153,114,237,1508,8912,0,0
2023,capitulo_cid10,Regiao,Região Nordeste,,,18766,57741,2097,25671,5222,11979,19,82,102356,41912,20703,3211,1891,12096,487,5417,3127,19389,48480,380646,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Maranhão,MA,1867,4855,232,2966,400,860,1,11,11455,3884,2112,309,140,1108,93,758,444,2097,5155,38747,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Piauí,PI,932,3099,125,1788,323,792,0,4,6640,2487,1164,159,75,571,28,344,234,1021,2743,22529,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Ceará,CE,3055,10458,282,2796,986,2540,3,11,15229,8521,3296,488,317,1732,65,753,458,1339,8306,60635,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Rio Grande do Norte,RN,1095,3910,127,1493,259,851,1,5,6143,2544,1193,197,193,825,29,252,169,763,2253,22302,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Paraíba,PB,1393,4554,167,2160,298,832,1,6,7840,3437,1688,246,127,1086,35,373,226,1301,3003,28773,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Pernambuco,PE,3721,10241,298,4314,852,2056,6,10,18448,8093,4065,710,421,2741,77,757,550,2467,8700,68527,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Alagoas,AL,1313,2839,119,1619,296,524,2,8,6632,2198,1216,178,120,655,34,368,160,993,2691,21965,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Sergipe,SE,657,2150,68,1015,326,425,0,6,3441,1271,723,132,54,517,14,299,150,979,1860,14087,0,0
2023,capitulo_cid10,Estado,Região Nordeste,Bahia,BA,4733,15635,679,7520,1482,3099,5,21,26528,9477,5246,792,444,2861,112,1513,736,8429,13769,103081,0,0
2023,capitulo_cid10,Regiao,Região Sudeste,,,34297,118268,3531,36019,8114,26604,11,143,178646,81455,34249,5060,3524,31686,585,6404,3856,35985,55931,664369,1,0
2023,capitulo_cid10,Estado,Região Sudeste,Minas Gerais,MG,8325,27215,893,8904,3014,6977,1,42,37828,20018,8003,997,909,6783,121,1518,991,10393,14670,157603,1,0
2023,capitulo_cid10,Estado,Região Sudeste,Espírito Santo,ES,929,5040,109,2119,314,1504,1,3,7354,2178,1454,203,140,1235,26,309,246,192,3959,27315,0,0
2023,capitulo_cid10,Estado,Região Sudeste,Rio de Janeiro,RJ,9234,23821,1018,7992,1295,4223,5,29,37926,16984,6033,1330,674,7817,182,1287,676,11770,12852,145148,0,0
2023,capitulo_cid10,Estado,Região Sudeste,São Paulo,SP,15809,62192,1511,17004,3491,13900,4,69,95538,42275,18759,2530,1801,15851,256,3290,1943,13630,24450,334303,0,0
2023,capitulo_cid10,Regiao,Região Sul,,,9918,47895,799,14468,3026,12182,1,34,58393,24583,11512,1020,1004,7613,162,1981,1531,7107,22340,225570,1,0
2023,capitulo_cid10,Estado,Região Sul,Paraná,PR,3457,16523,339,4909,1255,4420,0,15,22083,9323,4902,419,460,2638,69,822,609,1853,9368,83465,1,0
2023,capitulo_cid10,Estado,Região Sul,Santa Catarina,SC,1996,10840,157,3059,402,2224,0,8,13188,5263,2373,210,199,1703,36,477,363,1147,4944,48589,0,0
2023,capitulo_cid10,Estado,Região Sul,Rio Grande do Sul,RS,4465,20532,303,6500,1369,5538,1,11,23122,9997,4237,391,345,3272,57,682,559,4107,8028,93516,0,0
2023,capitulo_cid10,Regiao,Região Centro-Oeste,,,5011,17275,512,5720,1312,3677,2,20,26222,11636,5915,510,543,3722,149,1523,1021,2655,13123,100548,0,0
2023,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,847,3259,103,987,127,634,1,1,5639,2487,1105,144,115,796,26,259,199,677,2232,19638,0,0
2023,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso,MT,1023,3402,125,1643,267,684,0,7,5277,1983,1066,72,110,809,45,433,250,1035,3559,21790,0,0
2023,capitulo_cid10,Estado,Região Centro-Oeste,Goiás,GO,2352,7686,202,2403,508,1720,1,11,11991,5668,2833,202,229,1690,57,610,419,635,5824,45041,0,0
2023,capitulo_cid10,Estado,Região Centro-Oeste,Distrito Federal,DF,789,2928,82,687,410,639,0,1,3315,1498,911,92,89,427,21,221,153,308,1508,14079,0,0
2024,capitulo_cid10,Regiao,Região Norte,,,5309,14431,583,6101,689,2433,4,23,23405,10760,4820,624,460,2927,192,2106,1185,6010,14287,96349,0,0
2024,capitulo_cid10,Estado,Região Norte,Rondônia,RO,495,1587,45,671,86,312,0,3,2444,1123,424,37,38,354,7,161,89,629,1592,10097,0,0
2024,capitulo_cid10,Estado,Região Norte,Acre,AC,209,726,26,188,18,134,0,0,985,611,210,16,14,129,8,105,66,253,569,4267,0,0
2024,capitulo_cid10,Estado,Região Norte,Amazonas,AM,1378,3204,154,1478,150,495,1,6,4313,1891,1024,79,101,497,43,505,323,1564,3019,20225,0,0
2024,capitulo_cid10,Estado,Região Norte,Roraima,RR,193,526,15,151,10,60,0,3,688,290,157,25,17,93,17,90,56,108,556,3055,0,0
2024,capitulo_cid10,Estado,Região Norte,Pará,PA,2466,6377,271,2753,283,1124,3,10,11328,5336,2347,410,231,1440,90,961,482,3120,6343,45375,0,0
2024,capitulo_cid10,Estado,Região Norte,Amapá,AP,226,594,18,220,22,64,0,0,944,468,141,17,21,129,11,109,60,158,701,3903,0,0
2024,capitulo_cid10,Estado,Região Norte,Tocantins,TO,342,1417,54,640,120,244,0,1,2703,1041,517,40,38,285,16,175,109,178,1507,9427,0,0
2024,capitulo_cid10,Regiao,Região Nordeste,,,18849,60737,2143,26497,5779,12606,14,91,103815,46179,21956,3957,1925,13343,454,5059,2905,18109,50488,394906,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Maranhão,MA,1951,5237,249,3081,420,880,1,11,11262,4156,2276,381,117,1129,71,690,363,2295,5573,40143,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Piauí,PI,1004,3421,134,1748,330,837,0,2,6629,2790,1278,178,78,599,42,304,196,974,2932,23476,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Ceará,CE,2978,10876,291,2978,1259,2542,1,13,15653,8696,3546,569,375,2027,62,655,460,1474,9041,63496,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Rio Grande do Norte,RN,1087,4084,113,1490,345,947,2,4,6389,2832,1230,235,205,935,37,298,157,783,2354,23527,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Paraíba,PB,1493,4729,143,2228,310,863,0,4,7874,4099,1603,251,133,1248,30,356,183,1415,3191,30153,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Pernambuco,PE,3425,10886,311,4578,796,2210,3,23,18733,8970,4274,889,398,2916,59,776,520,2160,8866,70793,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Alagoas,AL,1337,2892,120,1583,262,508,2,10,6480,2628,1292,236,114,748,26,369,153,1014,2879,22653,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Sergipe,SE,614,2328,65,985,293,475,0,5,3392,1531,753,188,53,607,18,216,131,976,1823,14453,0,0
2024,capitulo_cid10,Estado,Região Nordeste,Bahia,BA,4960,16284,717,7826,1764,3344,5,19,27403,10477,5704,1030,452,3134,109,1395,742,7018,13829,106212,0,0
2024,capitulo_cid10,Regiao,Região Sudeste,,,34516,121954,3497,36500,8626,26973,13,188,182582,93894,36204,6027,3822,33598,564,5787,3692,35103,58042,691582,0,0
2024,capitulo_cid10,Estado,Região Sudeste,Minas Gerais,MG,9632,27850,940,8961,3113,6696,4,44,37548,22611,8473,1245,951,7065,140,1391,934,10618,15452,163668,0,0
2024,capitulo_cid10,Estado,Região Sudeste,Espírito Santo,ES,808,5330,93,2277,240,1644,0,12,8062,2127,1343,217,125,1195,30,311,242,62,4024,28142,0,0
2024,capitulo_cid10,Estado,Região Sudeste,Rio de Janeiro,RJ,7634,24775,971,8117,1386,4590,2,39,38384,19526,6328,1577,763,8331,140,1148,639,10967,12839,148156,0,0
2024,capitulo_cid10,Estado,Região Sudeste,São Paulo,SP,16442,63999,1493,17145,3887,14043,7,93,98588,49630,20060,2988,1983,17007,254,2937,1877,13456,25727,351616,0,0
2024,capitulo_cid10,Regiao,Região Sul,,,10803,49763,856,15242,3328,13846,4,39,61591,30036,12352,1339,1149,8545,216,1936,1531,7111,23139,242826,0,0
2024,capitulo_cid10,Estado,Região Sul,Paraná,PR,3759,17165,327,5280,1419,5078,4,14,22650,11521,5176,479,485,2823,98,752,611,1600,9881,89122,0,0
2024,capitulo_cid10,Estado,Região Sul,Santa Catarina,SC,2271,11189,168,3219,341,2486,0,12,13980,6203,2587,283,234,1966,54,537,379,1237,5078,52224,0,0
2024,capitulo_cid10,Estado,Região Sul,Rio Grande do Sul,RS,4773,21409,361,6743,1568,6282,0,13,24961,12312,4589,577,430,3756,64,647,541,4274,8180,101480,0,0
2024,capitulo_cid10,Regiao,Região Centro-Oeste,,,5893,17960,515,5838,1171,3898,1,30,27212,13194,6211,724,608,4236,158,1365,1005,2755,13578,106352,0,0
2024,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso do Sul,MS,855,3407,80,948,119,653,0,4,5519,2488,1147,181,137,877,20,222,189,695,2300,19841,0,0
2024,capitulo_cid10,Estado,Região Centro-Oeste,Mato Grosso,MT,1006,3594,122,1539,228,661,0,13,5532,2454,1173,95,120,873,34,385,254,1122,3598,22803,0,0
2024,capitulo_cid10,Estado,Região Centro-Oeste,Goiás,GO,2768,7755,230,2714,544,1889,1,11,12304,6450,2924,329,234,1900,86,574,410,684,6023,47830,0,0
2024,capitulo_cid10,Estado,Região Centro-Oeste,Distrito Federal,DF,1264,3204,83,637,280,695,0,2,3857,1802,967,119,117,586,18,184,152,254,1657,15878,0,0
2025,capitulo_cid10,Regiao,Região Norte,,,5462,14983,604,6586,815,2614,1,19,24085,11144,4964,576,461,2986,208,2221,1169,5833,14182,98913,0,0
2025,capitulo_cid10,Estado,Região Norte,Rondônia,RO,459,1788,47,752,99,326,0,4,2505,1190,425,35,43,409,16,173,87,619,1582,10559,0,0
2025,capitulo_cid10,Estado,Região Norte,Acre,AC,233,736,27,182,20,84,0,0,1007,568,227,17,35,139,8,115,60,209,572,4239,0,0
2025,capitulo_cid10,Estado,Região Norte,Amazonas,AM,1406,3201,166,1546,141,581,0,5,4501,2063,991,75,92,531,54,559,305,1611,2547,20375,0,0
2025,capitulo_cid10,Estado,Região Norte,Roraima,RR,196,531,21,188,13,88,0,2,679,377,174,37,15,107,11,97,53,115,664,3368,0,0
2025,capitulo_cid10,Estado,Região Norte,Pará,PA,2616,6662,285,3075,371,1177,1,5,11776,5421,2426,362,228,1384,98,1022,495,2811,6529,46744,0,0
2025,capitulo_cid10,Estado,Região Norte,Amapá,AP,206,589,13,216,25,86,0,0,953,521,172,11,17,133,9,121,52,211,653,3988,0,0
2025,capitulo_cid10,Estado,Região Norte,Tocantins,TO,346,1476,45,627,146,272,0,3,2664,1004,549,39,31,283,12,134,117,257,1635,9640,0,0
2025,capitulo_cid10,Regiao,Região Nordeste,,,17757,61719,2018,26207,5594,13333,11,80,103347,47710,22901,3851,2146,13724,454,4942,3011,17950,49521,396276,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Maranhão,MA,1848,5156,222,3144,441,1036,1,5,11400,4643,2343,371,148,1290,75,676,373,2210,5551,40933,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Piauí,PI,966,3460,139,1746,337,868,0,4,6310,2855,1233,194,75,614,34,301,211,1000,2874,23221,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Ceará,CE,2866,10923,279,2896,1206,2724,2,18,15615,8707,3685,625,380,2107,47,678,413,1587,9142,63900,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Rio Grande do Norte,RN,873,4259,120,1250,302,968,0,4,6371,2857,1348,206,191,965,25,278,159,732,2442,23350,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Paraíba,PB,1411,4846,138,2183,363,976,1,8,7916,4241,1709,259,149,1379,36,353,212,1318,3049,30547,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Pernambuco,PE,3498,10937,287,4603,772,2290,2,16,18269,8915,4584,859,457,2936,57,695,582,1962,8789,70510,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Alagoas,AL,1311,2938,111,1588,228,560,1,3,6712,2731,1436,202,139,724,35,330,173,858,2856,22936,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Sergipe,SE,556,2248,76,978,331,476,0,6,3636,1594,828,191,73,541,19,254,128,872,1773,14580,0,0
2025,capitulo_cid10,Estado,Região Nordeste,Bahia,BA,4428,16952,646,7819,1614,3435,4,16,27118,11167,5735,944,534,3168,126,1377,760,7411,13045,106299,0,0
2025,capitulo_cid10,Regiao,Região Sudeste,,,28133,124071,3504,36857,8708,27839,19,154,185146,97312,36942,6014,3862,34699,514,5773,3790,34432,58445,696214,0,0
2025,capitulo_cid10,Estado,Região Sudeste,Minas Gerais,MG,6786,28203,941,8848,2729,6624,8,34,37218,22782,8468,1148,976,7229,95,1431,925,9783,15544,159772,0,0
2025,capitulo_cid10,Estado,Região Sudeste,Espírito Santo,ES,740,5453,106,2411,314,1901,1,10,8417,2174,1387,204,113,1391,28,287,275,136,4053,29401,0,0
2025,capitulo_cid10,Estado,Região Sudeste,Rio de Janeiro,RJ,6393,25422,927,8689,1614,4974,4,35,40420,19835,6584,1664,829,8593,164,1197,690,10963,13287,152284,0,0
2025,capitulo_cid10,Estado,Região Sudeste,São Paulo,SP,14214,64993,1530,16909,4051,14340,6,75,99091,52521,20503,2998,1944,17486,227,2858,1900,13550,25561,354757,0,0
2025,capitulo_cid10,Regiao,Região Sul,,,8619,50315,870,15217,3464,13896,3,41,59048,29515,12498,1352,1195,8786,159,1992,1456,7608,21942,237976,0,0
2025,capitulo_cid10,Estado,Região Sul,Paraná,PR,2881,17572,327,5254,1379,5185,1,16,22102,11146,5359,587,519,2967,74,841,573,1733,9300,87816,0,0
2025,capitulo_cid10,Estado,Região Sul,Santa Catarina,SC,1722,11678,183,3266,469,2609,2,4,13537,6200,2654,287,261,1984,41,499,364,1315,5051,52126,0,0
2025,capitulo_cid10,Estado,Região Sul,Rio Grande do Sul,RS,4016,21065,360,6697,1616,6102,0,21,23409,12169,4485,478,415,3835,44,652,519,4560,7591,98034,0,0
2025,capitulo_cid10,Regiao,Região Centro-Oeste,,,4689,18316,521,6056,1073,4171,3,30,26496,13469,6181,715,671,4214,123,1366,973,3349,12793,105209,0,0
